timestamp,rule.description,rule.level,data.srcip,data.srcport,full_log,GeoLocation.country_name,GeoLocation.city_name,GeoLocation.location
"Mar 13, 2025 @ 17:08:28.878","sshd: authentication failed.","5","14.63.221.137","54960","Mar 13 17:08:26 regvision-wordpress sshd[25539]: Failed password for root from 14.63.221.137 port 54960 ssh2","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:08:26.877","PAM: User login failed.","5","14.63.221.137",,"Mar 13 17:08:25 regvision-wordpress sshd[25539]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=14.63.221.137  user=root","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:07:44.861","sshd: authentication failed.","5","176.28.201.236","40612","Mar 13 17:07:44 regvision-wordpress sshd[25537]: Failed password for root from 176.28.201.236 port 40612 ssh2","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:07:44.849","PAM: User login failed.","5","176.28.201.236",,"Mar 13 17:07:42 regvision-wordpress sshd[25537]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=176.28.201.236  user=root","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:07:42.847","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 17:07:42 regvision-wordpress sshd[25533]: Failed password for invalid user backman from 178.128.201.36 port 47424 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 17:07:40.898","PAM: User login failed.","5","178.128.201.36",,"Mar 13 17:07:40 regvision-wordpress sshd[25533]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 17:07:40.845","sshd: Attempt to login using a non-existent user","5","178.128.201.36","47424","Mar 13 17:07:40 regvision-wordpress sshd[25533]: Invalid user backman from 178.128.201.36 port 47424","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 17:07:12.816","sshd: authentication failed.","5","14.63.221.137","59400","Mar 13 17:07:12 regvision-wordpress sshd[25530]: Failed password for root from 14.63.221.137 port 59400 ssh2","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:07:10.813","PAM: User login failed.","5","14.63.221.137",,"Mar 13 17:07:09 regvision-wordpress sshd[25530]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=14.63.221.137  user=root","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:06:42.786","sshd: Attempt to login using a non-existent user","5","159.203.62.75",,"Mar 13 17:06:41 regvision-wordpress sshd[25528]: Failed password for invalid user user from 159.203.62.75 port 57752 ssh2","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 17:06:40.837","PAM: User login failed.","5","159.203.62.75",,"Mar 13 17:06:39 regvision-wordpress sshd[25528]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=159.203.62.75","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 17:06:40.784","sshd: Attempt to login using a non-existent user","5","159.203.62.75","57752","Mar 13 17:06:39 regvision-wordpress sshd[25528]: Invalid user user from 159.203.62.75 port 57752","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 17:06:36.780","sshd: authentication failed.","5","176.28.201.236","56322","Mar 13 17:06:36 regvision-wordpress sshd[25526]: Failed password for root from 176.28.201.236 port 56322 ssh2","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:06:34.831","PAM: User login failed.","5","176.28.201.236",,"Mar 13 17:06:34 regvision-wordpress sshd[25526]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=176.28.201.236  user=root","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:05:52.747","sshd: Attempt to login using a non-existent user","5","64.227.78.79",,"Mar 13 17:05:52 regvision-wordpress sshd[25524]: Failed password for invalid user ftpuser from 64.227.78.79 port 46824 ssh2","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 17:05:52.747","sshd: authentication failed.","5","14.63.221.137","35608","Mar 13 17:05:51 regvision-wordpress sshd[25522]: Failed password for root from 14.63.221.137 port 35608 ssh2","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:05:52.746","PAM: User login failed.","5","64.227.78.79",,"Mar 13 17:05:50 regvision-wordpress sshd[25524]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.78.79","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 17:05:52.734","sshd: Attempt to login using a non-existent user","5","64.227.78.79","46824","Mar 13 17:05:50 regvision-wordpress sshd[25524]: Invalid user ftpuser from 64.227.78.79 port 46824","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 17:05:50.732","PAM: User login failed.","5","14.63.221.137",,"Mar 13 17:05:49 regvision-wordpress sshd[25522]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=14.63.221.137  user=root","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:05:44.728","sshd: Attempt to login using a non-existent user","5","209.38.20.118",,"Mar 13 17:05:43 regvision-wordpress sshd[25520]: Failed password for invalid user sol from 209.38.20.118 port 42562 ssh2","United States",,{"lon":-97.822,"lat":37.751}
"Mar 13, 2025 @ 17:05:42.777","PAM: User login failed.","5","209.38.20.118",,"Mar 13 17:05:41 regvision-wordpress sshd[25520]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=209.38.20.118","United States",,{"lon":-97.822,"lat":37.751}
"Mar 13, 2025 @ 17:05:42.724","sshd: Attempt to login using a non-existent user","5","209.38.20.118","42562","Mar 13 17:05:40 regvision-wordpress sshd[25520]: Invalid user sol from 209.38.20.118 port 42562","United States",,{"lon":-97.822,"lat":37.751}
"Mar 13, 2025 @ 17:05:26.708","sshd: authentication failed.","5","176.28.201.236","37418","Mar 13 17:05:25 regvision-wordpress sshd[25518]: Failed password for root from 176.28.201.236 port 37418 ssh2","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:05:24.719","PAM: User login failed.","5","176.28.201.236",,"Mar 13 17:05:23 regvision-wordpress sshd[25518]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=176.28.201.236  user=root","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:05:24.719","syslog: User missed the password more than one time","10","218.92.0.229",,"Mar 13 17:05:23 regvision-wordpress sshd[25516]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.229  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:24.706","sshd: authentication failed.","5","218.92.0.229","34700","Mar 13 17:05:23 regvision-wordpress sshd[25516]: Failed password for root from 218.92.0.229 port 34700 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:20.702","sshd: brute force trying to get access to the system. Authentication failed.","10","218.92.0.229","34700","Mar 13 17:05:20 regvision-wordpress sshd[25516]: Failed password for root from 218.92.0.229 port 34700 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:18.712","sshd: authentication failed.","5","178.128.201.36","35828","Mar 13 17:05:18 regvision-wordpress sshd[25514]: Failed password for root from 178.128.201.36 port 35828 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 17:05:18.700","sshd: authentication failed.","5","218.92.0.229","34700","Mar 13 17:05:17 regvision-wordpress sshd[25516]: Failed password for root from 218.92.0.229 port 34700 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:16.710","PAM: User login failed.","5","178.128.201.36",,"Mar 13 17:05:16 regvision-wordpress sshd[25514]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 17:05:16.698","PAM: User login failed.","5","218.92.0.229",,"Mar 13 17:05:15 regvision-wordpress sshd[25516]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.229  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:10.744","syslog: User missed the password more than one time","10","218.92.0.229",,"Mar 13 17:05:10 regvision-wordpress sshd[25505]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.229  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:10.692","sshd: authentication failed.","5","218.92.0.229","36972","Mar 13 17:05:10 regvision-wordpress sshd[25505]: Failed password for root from 218.92.0.229 port 36972 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:08.690","sshd: authentication failed.","5","218.92.0.229","36972","Mar 13 17:05:07 regvision-wordpress sshd[25505]: Failed password for root from 218.92.0.229 port 36972 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:06.688","sshd: authentication failed.","5","218.92.0.229","36972","Mar 13 17:05:05 regvision-wordpress sshd[25505]: Failed password for root from 218.92.0.229 port 36972 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:04.685","PAM: User login failed.","5","218.92.0.229",,"Mar 13 17:05:03 regvision-wordpress sshd[25505]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.229  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:00.737","syslog: User missed the password more than one time","10","218.92.0.229",,"Mar 13 17:05:00 regvision-wordpress sshd[25503]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.229  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:05:00.684","sshd: authentication failed.","5","218.92.0.229","25150","Mar 13 17:04:59 regvision-wordpress sshd[25503]: Failed password for root from 218.92.0.229 port 25150 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:04:56.682","sshd: authentication failed.","5","218.92.0.229","25150","Mar 13 17:04:56 regvision-wordpress sshd[25503]: Failed password for root from 218.92.0.229 port 25150 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:04:54.681","sshd: authentication failed.","5","218.92.0.229","25150","Mar 13 17:04:53 regvision-wordpress sshd[25503]: Failed password for root from 218.92.0.229 port 25150 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:04:52.680","PAM: User login failed.","5","218.92.0.229",,"Mar 13 17:04:51 regvision-wordpress sshd[25503]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.229  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:04:30.678","sshd: authentication failed.","5","14.63.221.137","40048","Mar 13 17:04:28 regvision-wordpress sshd[25501]: Failed password for root from 14.63.221.137 port 40048 ssh2","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:04:26.677","PAM: User login failed.","5","14.63.221.137",,"Mar 13 17:04:26 regvision-wordpress sshd[25501]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=14.63.221.137  user=root","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:04:14.668","sshd: authentication failed.","5","176.28.201.236","55090","Mar 13 17:04:13 regvision-wordpress sshd[25499]: Failed password for root from 176.28.201.236 port 55090 ssh2","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:04:12.666","PAM: User login failed.","5","176.28.201.236",,"Mar 13 17:04:10 regvision-wordpress sshd[25499]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=176.28.201.236  user=root","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:04:04.660","sshd: connection reset","4","147.185.132.198","62626","Mar 13 17:04:03 regvision-wordpress sshd[25497]: Connection reset by 147.185.132.198 port 62626 [preauth]","United States",,{"lon":-97.822,"lat":37.751}
"Mar 13, 2025 @ 17:03:58.655","sshd: Attempt to login using a non-existent user","5","142.93.157.230",,"Mar 13 17:03:57 regvision-wordpress sshd[25495]: Failed password for invalid user ubuntu from 142.93.157.230 port 37780 ssh2","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 17:03:56.665","PAM: User login failed.","5","142.93.157.230",,"Mar 13 17:03:55 regvision-wordpress sshd[25495]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=142.93.157.230","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 17:03:56.653","sshd: Attempt to login using a non-existent user","5","142.93.157.230","37780","Mar 13 17:03:55 regvision-wordpress sshd[25495]: Invalid user ubuntu from 142.93.157.230 port 37780","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 17:03:44.599","sshd: connection reset","4","218.92.0.222","26320","Mar 13 17:03:44 regvision-wordpress sshd[25468]: Connection reset by 218.92.0.222 port 26320 [preauth]","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:42.650","sshd: connection reset","4","218.92.0.222","28742","Mar 13 17:03:42 regvision-wordpress sshd[25478]: Connection reset by 218.92.0.222 port 28742 [preauth]","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:36.605","syslog: User missed the password more than one time","10","218.92.0.222",,"Mar 13 17:03:36 regvision-wordpress sshd[25480]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.222  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:36.593","sshd: authentication failed.","5","218.92.0.222","51826","Mar 13 17:03:36 regvision-wordpress sshd[25480]: Failed password for root from 218.92.0.222 port 51826 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:34.591","sshd: brute force trying to get access to the system. Authentication failed.","10","218.92.0.222","51826","Mar 13 17:03:34 regvision-wordpress sshd[25480]: Failed password for root from 218.92.0.222 port 51826 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:32.588","sshd: authentication failed.","5","218.92.0.222","51826","Mar 13 17:03:31 regvision-wordpress sshd[25480]: Failed password for root from 218.92.0.222 port 51826 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:30.586","PAM: User login failed.","5","218.92.0.222",,"Mar 13 17:03:29 regvision-wordpress sshd[25480]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.222  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:14.582","syslog: User missed the password more than one time","10","218.92.0.222",,"Mar 13 17:03:14 regvision-wordpress sshd[25474]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.222  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:14.581","sshd: authentication failed.","5","218.92.0.222","15818","Mar 13 17:03:14 regvision-wordpress sshd[25474]: Failed password for root from 218.92.0.222 port 15818 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:12.580","sshd: authentication failed.","5","178.128.201.36","58778","Mar 13 17:03:12 regvision-wordpress sshd[25476]: Failed password for root from 178.128.201.36 port 58778 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 17:03:12.580","sshd: authentication failed.","5","218.92.0.222","15818","Mar 13 17:03:12 regvision-wordpress sshd[25474]: Failed password for root from 218.92.0.222 port 15818 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:12.568","PAM: User login failed.","5","178.128.201.36",,"Mar 13 17:03:10 regvision-wordpress sshd[25476]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 17:03:10.619","sshd: authentication failed.","5","218.92.0.222","15818","Mar 13 17:03:10 regvision-wordpress sshd[25474]: Failed password for root from 218.92.0.222 port 15818 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:10.565","sshd: authentication failed.","5","14.63.221.137","44488","Mar 13 17:03:08 regvision-wordpress sshd[25472]: Failed password for root from 14.63.221.137 port 44488 ssh2","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:03:08.552","PAM: User login failed.","5","218.92.0.222",,"Mar 13 17:03:08 regvision-wordpress sshd[25474]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.222  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 17:03:08.540","PAM: User login failed.","5","14.63.221.137",,"Mar 13 17:03:07 regvision-wordpress sshd[25472]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=14.63.221.137  user=root","South Korea","Seoul",{"lon":126.9783,"lat":37.5985}
"Mar 13, 2025 @ 17:03:02.533","sshd: authentication failed.","5","176.28.201.236","55252","Mar 13 17:03:01 regvision-wordpress sshd[25470]: Failed password for root from 176.28.201.236 port 55252 ssh2","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:03:00.531","PAM: User login failed.","5","176.28.201.236",,"Mar 13 17:02:59 regvision-wordpress sshd[25470]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=176.28.201.236  user=root","Hashemite Kingdom of Jordan","Amman",{"lon":35.939,"lat":31.9522}
"Mar 13, 2025 @ 17:02:54.537","syslog: User missed the password more than one time","10","218.92.0.222",,"Mar 13 17:02:54 regvision-wordpress sshd[25464]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.222  user=root","China",,{"lon":118.7778,"lat":32.0617}
